GEO_ID,Census_Tract,Median household income in the past 12 months (in 2020 inflation-adjusted dollars),"Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Owner occupied (dollars)","Median household income in the past 12 months (in 2020 inflation-adjusted dollars), Renter occupied (dollars)"
1400000US06037139401,"Census Tract 1394.01, Los Angeles County, California",65649,123800,37054
1400000US06037139402,"Census Tract 1394.02, Los Angeles County, California",147500,151429,-
1400000US06037139502,"Census Tract 1395.02, Los Angeles County, California",95625,139100,53929
1400000US06037139504,"Census Tract 1395.04, Los Angeles County, California",58431,97031,52083
1400000US06037139505,"Census Tract 1395.05, Los Angeles County, California",29054,60946,-
1400000US06037139506,"Census Tract 1395.06, Los Angeles County, California",61414,61278,61512
1400000US06037139600,"Census Tract 1396, Los Angeles County, California",95893,94545,105610
1400000US06037139701,"Census Tract 1397.01, Los Angeles County, California",147500,188750,88472
1400000US06037139703,"Census Tract 1397.03, Los Angeles County, California",127750,140357,75859
1400000US06037139704,"Census Tract 1397.04, Los Angeles County, California",158750,181250,116659
1400000US06037139705,"Census Tract 1397.05, Los Angeles County, California",208381,212188,54767
1400000US06037139801,"Census Tract 1398.01, Los Angeles County, California",142250,152581,-
1400000US06037139802,"Census Tract 1398.02, Los Angeles County, California",157656,167857,-
1400000US06037141101,"Census Tract 1411.01, Los Angeles County, California",63932,129783,54156
1400000US06037141102,"Census Tract 1411.02, Los Angeles County, California",99375,154155,82917
1400000US06037141201,"Census Tract 1412.01, Los Angeles County, California",86754,148438,75536
1400000US06037141202,"Census Tract 1412.02, Los Angeles County, California",90474,109514,78601
1400000US06037141303,"Census Tract 1413.03, Los Angeles County, California",72399,101375,70676
1400000US06037141304,"Census Tract 1413.04, Los Angeles County, California",101455,180335,64554
1400000US06037141305,"Census Tract 1413.05, Los Angeles County, California",107629,194069,90000
1400000US06037141306,"Census Tract 1413.06, Los Angeles County, California",87188,191771,79375
1400000US06037141400,"Census Tract 1414, Los Angeles County, California",102351,204077,54750
1400000US06037141500,"Census Tract 1415, Los Angeles County, California",195500,192121,-
1400000US06037141600,"Census Tract 1416, Los Angeles County, California",169185,186389,145057
1400000US06037141700,"Census Tract 1417, Los Angeles County, California","250,000+","250,000+","250,000+"
1400000US06037143101,"Census Tract 1431.01, Los Angeles County, California",99875,110714,90625
1400000US06037143102,"Census Tract 1431.02, Los Angeles County, California",92800,180179,90357
1400000US06037143200,"Census Tract 1432, Los Angeles County, California",73362,130536,56023
1400000US06037143301,"Census Tract 1433.01, Los Angeles County, California",67396,163594,60140
1400000US06037143302,"Census Tract 1433.02, Los Angeles County, California",112955,129896,78500
1400000US06037143401,"Census Tract 1434.01, Los Angeles County, California",116859,147150,96548
1400000US06037143402,"Census Tract 1434.02, Los Angeles County, California",126875,164286,94545
1400000US06037143500,"Census Tract 1435, Los Angeles County, California",119816,124071,101635
1400000US06037143602,"Census Tract 1436.02, Los Angeles County, California",100482,177847,-
1400000US06037143603,"Census Tract 1436.03, Los Angeles County, California",85455,114650,70625
1400000US06037143605,"Census Tract 1436.05, Los Angeles County, California",73750,129286,66797
1400000US06037143606,"Census Tract 1436.06, Los Angeles County, California",89135,-,88365
1400000US06037143700,"Census Tract 1437, Los Angeles County, California",122750,202083,79722
1400000US06037143801,"Census Tract 1438.01, Los Angeles County, California",165227,165625,-
1400000US06037143802,"Census Tract 1438.02, Los Angeles County, California",132052,204375,97420
1400000US06037143901,"Census Tract 1439.01, Los Angeles County, California",204653,225987,-
1400000US06037143902,"Census Tract 1439.02, Los Angeles County, California",118419,174531,80682
1400000US06037181000,"Census Tract 1810, Los Angeles County, California",107708,139250,65244
1400000US06037181300,"Census Tract 1813, Los Angeles County, California",115174,124681,73984
1400000US06037181400,"Census Tract 1814, Los Angeles County, California",85409,103750,82551
1400000US06037181500,"Census Tract 1815, Los Angeles County, California",114034,127279,68125
1400000US06037181600,"Census Tract 1816, Los Angeles County, California",90571,94904,59861
1400000US06037183101,"Census Tract 1831.01, Los Angeles County, California",59219,95417,48688
1400000US06037183103,"Census Tract 1831.03, Los Angeles County, California",69032,146458,59010
1400000US06037183104,"Census Tract 1831.04, Los Angeles County, California",93798,83375,95179
1400000US06037183220,"Census Tract 1832.20, Los Angeles County, California",80817,115833,54362
1400000US06037183221,"Census Tract 1832.21, Los Angeles County, California",85450,172661,58448
1400000US06037183222,"Census Tract 1832.22, Los Angeles County, California",93839,121600,60345
1400000US06037183300,"Census Tract 1833, Los Angeles County, California",75048,77411,73625
1400000US06037183401,"Census Tract 1834.01, Los Angeles County, California",68182,81477,67568
1400000US06037183402,"Census Tract 1834.02, Los Angeles County, California",63618,112813,56042
1400000US06037183510,"Census Tract 1835.10, Los Angeles County, California",77292,90592,73162
1400000US06037183520,"Census Tract 1835.20, Los Angeles County, California",56104,73272,44268
1400000US06037183610,"Census Tract 1836.10, Los Angeles County, California",65724,107115,53309
1400000US06037183620,"Census Tract 1836.20, Los Angeles County, California",75083,119375,50080
1400000US06037183701,"Census Tract 1837.01, Los Angeles County, California",65313,95000,41471
1400000US06037183702,"Census Tract 1837.02, Los Angeles County, California",86719,107024,59079
1400000US06037183810,"Census Tract 1838.10, Los Angeles County, California",61250,65769,61023
1400000US06037183820,"Census Tract 1838.20, Los Angeles County, California",58100,74671,51932
1400000US06037185101,"Census Tract 1851.01, Los Angeles County, California",88400,190410,72203
1400000US06037185102,"Census Tract 1851.02, Los Angeles County, California",145088,149650,-
1400000US06037185202,"Census Tract 1852.02, Los Angeles County, California",90529,124405,59726
1400000US06037185203,"Census Tract 1852.03, Los Angeles County, California",70096,75461,44583
1400000US06037185204,"Census Tract 1852.04, Los Angeles County, California",90000,113750,61818
1400000US06037185310,"Census Tract 1853.10, Los Angeles County, California",67076,93889,65379
1400000US06037185320,"Census Tract 1853.20, Los Angeles County, California",51042,82500,32238
1400000US06037186100,"Census Tract 1861, Los Angeles County, California",100074,141915,62024
1400000US06037186201,"Census Tract 1862.01, Los Angeles County, California",72875,-,68102
1400000US06037186202,"Census Tract 1862.02, Los Angeles County, California",83836,120250,74167
1400000US06037186203,"Census Tract 1862.03, Los Angeles County, California",115074,117426,82255
1400000US06037186301,"Census Tract 1863.01, Los Angeles County, California",64018,153917,52500
1400000US06037186302,"Census Tract 1863.02, Los Angeles County, California",90694,117750,47679
1400000US06037186401,"Census Tract 1864.01, Los Angeles County, California",45833,-,46250
1400000US06037186403,"Census Tract 1864.03, Los Angeles County, California",64412,87273,60119
1400000US06037186404,"Census Tract 1864.04, Los Angeles County, California",62264,120809,51053
1400000US06037187101,"Census Tract 1871.01, Los Angeles County, California",84531,125156,80313
1400000US06037187102,"Census Tract 1871.02, Los Angeles County, California",67617,125991,37886
1400000US06037187200,"Census Tract 1872, Los Angeles County, California",79327,85500,79096
1400000US06037187300,"Census Tract 1873, Los Angeles County, California",97813,160761,93445
1400000US06037188100,"Census Tract 1881, Los Angeles County, California",57350,56406,57647
1400000US06037188201,"Census Tract 1882.01, Los Angeles County, California",88786,124107,81316
1400000US06037188202,"Census Tract 1882.02, Los Angeles County, California",119176,212167,78792
1400000US06037188300,"Census Tract 1883, Los Angeles County, California",111489,140625,101875
1400000US06037189101,"Census Tract 1891.01, Los Angeles County, California",92404,116172,91282
1400000US06037189102,"Census Tract 1891.02, Los Angeles County, California",95000,155679,89583
1400000US06037189201,"Census Tract 1892.01, Los Angeles County, California",48103,118056,44097
1400000US06037189202,"Census Tract 1892.02, Los Angeles County, California",122188,146042,97361
1400000US06037189300,"Census Tract 1893, Los Angeles County, California",156827,157069,-
1400000US06037189400,"Census Tract 1894, Los Angeles County, California",156161,183413,111250
1400000US06037189501,"Census Tract 1895.01, Los Angeles County, California",66071,178646,55192
1400000US06037189502,"Census Tract 1895.02, Los Angeles County, California",55694,127004,51250
1400000US06037189600,"Census Tract 1896, Los Angeles County, California",67425,153150,63786
1400000US06037189702,"Census Tract 1897.02, Los Angeles County, California",79536,137981,62019
1400000US06037189703,"Census Tract 1897.03, Los Angeles County, California",106970,190982,59917
1400000US06037189704,"Census Tract 1897.04, Los Angeles County, California",108430,160982,-
1400000US06037189801,"Census Tract 1898.01, Los Angeles County, California",80663,94222,75455
1400000US06037189802,"Census Tract 1898.02, Los Angeles County, California",64489,205556,55278
1400000US06037189903,"Census Tract 1899.03, Los Angeles County, California",85745,108125,80263
1400000US06037189904,"Census Tract 1899.04, Los Angeles County, California",58594,-,57330
1400000US06037189905,"Census Tract 1899.05, Los Angeles County, California",72471,129500,69712
1400000US06037189906,"Census Tract 1899.06, Los Angeles County, California",70868,-,67391
1400000US06037189907,"Census Tract 1899.07, Los Angeles County, California",69489,78534,68125
1400000US06037190101,"Census Tract 1901.01, Los Angeles County, California",34313,-,34313
1400000US06037190102,"Census Tract 1901.02, Los Angeles County, California",59632,-,59363
1400000US06037190201,"Census Tract 1902.01, Los Angeles County, California",31403,-,31297
1400000US06037190202,"Census Tract 1902.02, Los Angeles County, California",40723,-,41295
1400000US06037190302,"Census Tract 1903.02, Los Angeles County, California",65976,120625,50985
1400000US06037190303,"Census Tract 1903.03, Los Angeles County, California",38553,231875,34167
1400000US06037190401,"Census Tract 1904.01, Los Angeles County, California",49132,131429,48854
1400000US06037190402,"Census Tract 1904.02, Los Angeles County, California",45758,-,46061
1400000US06037190510,"Census Tract 1905.10, Los Angeles County, California",47180,-,47180
1400000US06037190520,"Census Tract 1905.20, Los Angeles County, California",43688,-,41108
1400000US06037190701,"Census Tract 1907.01, Los Angeles County, California",36183,-,36283
1400000US06037190702,"Census Tract 1907.02, Los Angeles County, California",60150,169107,56579
1400000US06037190801,"Census Tract 1908.01, Los Angeles County, California",26488,202721,25675
1400000US06037190802,"Census Tract 1908.02, Los Angeles County, California",61612,102679,56429
1400000US06037190901,"Census Tract 1909.01, Los Angeles County, California",39435,107750,33050
